,Source,Target
2571,hyperthyroidism,Mood swings
2572,hyperthyroidism,Fatigue
2573,hyperthyroidism,Heat intolerance
2574,hyperthyroidism,Trouble sleeping
2575,hyperthyroidism,Hand tremors
2576,hyperthyroidism,Rapid heart rate
2577,hyperthyroidism,Diarrhea
2578,hyperthyroidism,Weight loss
2579,hyperthyroidism,Goiter
2580,hypothyroidism,Fatigue
2581,hypothyroidism,Weight gain
2582,hypothyroidism,A puffy face
2583,hypothyroidism,Cold intolerance
2584,hypothyroidism,Joint pain
2585,hypothyroidism,Muscle pain
2586,hypothyroidism,Constipation
2587,hypothyroidism,Dry skin
2588,hypothyroidism,Thinning hair
2589,hypothyroidism,Decreased sweating
2590,hypothyroidism,Heavy or irregular menstrual periods and fertility problems
2591,hypothyroidism,Depression
2592,hypothyroidism,Slowed heart rate
2593,impetigo,Red sores
2594,impetigo,Sores fill with pus
2595,impetigo,Itching in sores
2596,infectiousmononucleosis,Fever
2597,infectiousmononucleosis,Sore throat
2598,infectiousmononucleosis,Swollen lymph glands
2599,infertility,Irregular menstruate 
2600,infertility,Painful periods
2601,infertility,Fertility problems
2602,infertility,Pelvic inflammation
2603,infertility,Multiple Miscarriages
2604,influenza,Body pain
2605,influenza,Muscle pain
2606,influenza,Chills
2607,influenza,Cough
2608,influenza,Fever
2609,influenza,Headache
2610,influenza,Sore throat
2611,interstitial cystitis,Pelvic pain 
2612,interstitial cystitis,Pain between the vagina and anus in women
2613,interstitial cystitis,Pain between the scrotum and anus in men
2614,interstitial cystitis,A persistent
2615,interstitial cystitis,Frequent urination
2616,interstitial cystitis,Pain during bladder fill
2617,interstitial cystitis, Discomfort during bladder fill 
2618,interstitial cystitis,Pain during sexual intercourse.
2619,iritis,Eye redness
2620,iritis,Discomfort or achiness in the affected eye
2621,iritis,Sensitivity to light
2622,iritis,Decreased vision
2623,irritable bowel syndrome,Abdominal pain 
2624,irritable bowel syndrome,Cramping
2625,irritable bowel syndrome,Bloating
2626,irritable bowel syndrome,Gas
2627,irritable bowel syndrome,Diarrhea
2628,irritable bowel syndrome,Constipation diarrhea
2629,irritable bowel syndrome,Mucus in the stool
2630,jaundice,Yellowing of the skin and eyes
2631,jaundice,Pale-coloured stools
2632,jaundice,Dark-coloured urine
2633,laryngitis,Hoarseness
2634,laryngitis,Weak voice
2635,laryngitis,Voice loss
2636,laryngitis,Tickling sensation
2637,laryngitis,Sore throat
2638,laryngitis,Dry throat
2639,laryngitis,Dry cough
2640,leadpoisoning,Anemia
2641,leadpoisoning,Severe abdomen pain
2642,leadpoisoning,Muscle weakness
2643,leadpoisoning,Brain damage
2644,leadpoisoning,Weight loss
2645,leadpoisoning,Loss of appetite
2646,leadpoisoning,Sluggishness
2647,leadpoisoning,Hearing loss
2648,leadpoisoning,Constipation
2649,leishmaniasis,Fever
2650,leishmaniasis,Weight loss
2651,leishmaniasis, and an enlarged spleen and liver
2652,leptospirosis,Fever
2653,leptospirosis,Chills
2654,leptospirosis,Sudden headache
2655,leptospirosis,Nausea
2656,leptospirosis,Vomiting
2657,leptospirosis,Loss of appetite
2658,leptospirosis,Muscle pain
2659,leptospirosis,Conjunctivitis
2660,leptospirosis,Cough
2661,leptospirosis,Rash
2662,listeriosis,Fever
2663,listeriosis,Muscle pain
2664,listeriosis,Chills
2665,listeriosis,Feeling sick
2666,listeriosis,Diarrhoea
2667,lungcancer,Cough
2668,lungcancer,Constant chest pain
2669,lungcancer,Coughing up blood
2670,lungcancer,Shortness of breath
2671,lungcancer,Wheezing
2672,lungcancer,Hoarseness
2673,lungcancer,Swelling of the neck and face
2674,lungcancer,Loss of appetite
2675,lungcancer,Weight loss
2676,lungcancer,Fatigue
2677,lungcancer,Bone pain
2678,lungcancer,Headache
2679,lymedisease,Fever
2680,lymedisease,Headache
2681,lymedisease,Body pain
2682,lymedisease,Stiff neck
2683,lymedisease,Fatigue
2684,lymphoma,Swollen lymph nodes in the neck
2685,lymphoma,Painless lymph nodes
2686,lymphoma,Weight loss
2687,lymphoma,Fever
2688,lymphoma,Soaking night sweats
2689,lymphoma,Cough
2690,lymphoma,Breathing problem
2691,lymphoma,Chest pain
2692,lymphoma,Weakness
2693,lymphoma,Tiredness
2694,malaria,Chills
2695,malaria,Flu
2696,malaria,Fever
2697,malaria,Vomiting
2698,malaria,Diarrhea
2699,measles,Fever
2700,measles,Cough
2701,measles,Runny nose
2702,measles,Conjunctivitis
2703,measles,Body pain
2704,measles,Tiny white spots inside the mouth
2705,measles,Skin rash
2706,measles,Sore throat
2707,meningitis,High fever
2708,meningitis,Severe headache
2709,meningitis,A stiff neck
2710,meningitis,Nausea
2711,meningitis,Vomiting
2712,meningitis,Confusion
2713,meningitis,Sleepiness
2714,meningitis,Loss of appetite
2715,meningitis,Skin rash
2716,mesothelioma,Breathing problem
2717,mesothelioma,Pain under the rib cage
2718,mesothelioma,Swelling
2719,mesothelioma,Lumps in abdomen
2720,mesothelioma,Weight loss
2721,mesothelioma,Shortness of breath
2722,mesothelioma,Painful coughing
2723,mesothelioma,Chest pain
2724,migraine,Constipation
2725,migraine,Mood changes
2726,migraine,Food cravings
2727,migraine,Neck stiffness
2728,migraine,Increased thirst
2729,migraine,Increased urination
2730,migraine,Frequent yawning
2731,miscarriage,Vaginal bleeding
2732,miscarriage,Abdomain Pain
2733,miscarriage, Abdominal cramp
2734,miscarriage,Fluid or tissue passing from your vagina
2735,mononucleosis,Fatigue
2736,mononucleosis,Sore throat
2737,mononucleosis,Fever
2738,mononucleosis,Swollen lymph nodes in neck
2739,mononucleosis,Swollen lymph nodes in armpits
2740,mononucleosis,Swollen tonsils
2741,mononucleosis,Headache
2742,mononucleosis,Skin rash
2743,mononucleosis,Soft
2744,mononucleosis,Swollen spleen
2745,multiple myeloma,Bone pain
2746,multiple myeloma,Chest Pain
2747,multiple myeloma,Nausea
2748,multiple myeloma,Constipation
2749,multiple myeloma,Loss of appetite
2750,multiple myeloma,Confusion
2751,multiple myeloma,Fatigue
2752,multiple myeloma,Infections
2753,multiple myeloma,Weight loss
2754,multiple myeloma,Weakness
2755,multiple myeloma, Numbness in legs
2756,multiple myeloma,Excessive thirst
2757,multiplesclerosis,Visual disturbances
2758,multiplesclerosis,Muscle weakness
2759,multiplesclerosis,Trouble with coordination and balance
2760,multiplesclerosis,Numbness
2761,multiplesclerosis, Memory problems
2762,mumps,Fever
2763,mumps,Headache
2764,mumps,Muscle pain
2765,mumps,Tiredness
2766,mumps,Loss of appetite
2767,mumps,Swollen salivary glands
2768,mumps,Pain in swallowing
2769,mumps,Fatigue
2770,muscular dystrophy,Frequent falls
2771,muscular dystrophy,Difficulty getting up from a lying or sitting position
2772,muscular dystrophy,Trouble running and jumping
2773,muscular dystrophy,Waddling gait
2774,muscular dystrophy,Walking on the toes
2775,muscular dystrophy,Large calf muscles
2776,muscular dystrophy,Muscle pain
2777,muscular dystrophy,Stiffness
2778,muscular dystrophy,Learning disabilities
2779,myasthenia gravis,Drooping of eyelids.
2780,myasthenia gravis,Double vision
2781,myoclonus,Involuntary Shock
2782,osteoarthritis,Osteoarthritis of the spine
2783,osteoarthritis,Osteoarthritis of the spine
2784,osteoarthritis,disks narrow and bone spurs form.
2785,osteomyelitis,Fever
2786,osteomyelitis,Chills
2787,osteomyelitis,Irritability
2788,osteomyelitis,Lethargy
2789,osteomyelitis,Pain in infection
2790,osteomyelitis,Swelling
2791,osteomyelitis,Warmth and redness over the area of the infection
2792,osteoporosis,Back pain
2793,osteoporosis,Loss of height
2794,osteoporosis,Stooped posture
2795,osteoporosis,Bone fracture 
2796,ovariancancer,Discomfort in pelvis region
2797,ovariancancer,Pain in the lower abdomen
2798,ovariancancer,Bleeding from the vagina
2799,ovariancancer,Weight gain or loss
2800,ovariancancer,Abnormal periods
2801,ovariancancer,Back pain
2802,ovariancancer,Gas
2803,ovariancancer,Nausea
2804,ovariancancer,Vomiting
2805,ovariancancer,Loss of appetite
2806,ovariancancer,Excessive urination
2807,parkinsons disease,Tremor. A tremor
2808,parkinsons disease,Limb shaking
2809,parkinsons disease,Reduced ability to move
2810,parkinsons disease,Slowing of movement
2811,parkinsons disease,Shortening of steps
2812,parkinsons disease,Dfficult to move.
2813,parkinsons disease,Rigid muscles. Muscle stiffness
2814,parkinsons disease,Impaired posture
2815,parkinsons disease,Impaired balance
2816,parkinsons disease,Loss of automatic movements
2817,parkinsons disease,Decreased ability to perform unconscious movements
2818,parkinsons disease,Speech changes
2819,pelvicinflammatorydisease,Pain in the lower abdomen
2820,pelvicinflammatorydisease,Fever
2821,pelvicinflammatorydisease,Smelly vaginal discharge
2822,pelvicinflammatorydisease,Irregular bleeding
2823,pelvicinflammatorydisease,Pain during intercourse or urination
2824,peptic ulcer,Burning stomach pain
2825,peptic ulcer,Loss of appetite
2826,peptic ulcer,bloating
2827,peptic ulcer,Belching
2828,peptic ulcer,Heartburn
2829,peptic ulcer,Nausea
2830,peritonitis,Abdominal pain
2831,peritonitis,Tenderness
2832,peritonitis,Bloating
2833,peritonitis,Distention in abdomen
2834,peritonitis,Fever
2835,peritonitis,Nausea
2836,peritonitis,Vomiting
2837,peritonitis,Loss of appetite
2838,peritonitis,Diarrhea
2839,peritonitis,Low urine output
2840,peritonitis,Thirst
2841,peritonitis,Inability to pass stool
2842,peritonitis,Gas
2843,peritonitis,Fatigue
2844,peyronies disease,Scar tissue
2845,peyronies disease,Flat lumps under penis skin.
2846,peyronies disease,Significant bend to the penis
2847,peyronies disease,Narrowing penis
2848,peyronies disease,Erection problems
2849,peyronies disease,Shortening of the penis.
2850,phenylketonuria,Intellectual disability 
2851,phenylketonuria,Delayed development
2852,phenylketonuria,Behavioral problem 
2853,phenylketonuria,emotional problem
2854,phenylketonuria,Social problems
2855,phenylketonuria,Psychiatric disorders
2856,phenylketonuria,Neurological problems
2857,phenylketonuria,Seizures
2858,phenylketonuria,Hyperactivity
2859,phenylketonuria,Poor bone strength
2860,phenylketonuria,Skin rashes
2861,plague,Sudden fever
2862,plague,Pain
2863,plague,Sudden Chills
2864,plague,Tender lymph glands
2865,plague,Headache
2866,plague,Fatigue
2867,plague,Muscle pain
2868,pneumonia,High fever
2869,pneumonia,Chills
2870,pneumonia,Severe cough
2871,pneumonia,Shortness of breath
2872,pneumonia,Chest pain while breathing
2873,pneumonia,Cough
2874,pneumonia,Nausea
2875,pneumonia,Vomiting
2876,pneumonia,Diarrhea
2877,polycysticovarysyndrome,Irregular menstrual periods
2878,polycysticovarysyndrome,Infertility
2879,polycysticovarysyndrome,Pelvic pain
2880,polycysticovarysyndrome,Excess hair growth on body
2881,polycysticovarysyndrome,Weight gain
2882,polycysticovarysyndrome,Acne or oily skin
2883,polycysticovarysyndrome,Patches of thickened skin
2884,porphyria,Chest pain
2885,porphyria,Severe abdomen pain
2886,porphyria,Pain in limbs
2887,porphyria,Body pain
2888,porphyria,Muscle numbness
2889,porphyria,Tingling
2890,porphyria,Paralysis
2891,porphyria,Vomiting
2892,porphyria,Constipation
2893,porphyria,Mental disorders
2894,porphyria,Swelling of abdomen
2895,porphyria,Insomnia
2896,porphyria,Anxiety
2897,porphyria,Restlessnes
2898,posttraumaticstressdisorder,Flashbacks
2899,posttraumaticstressdisorder,Trouble sleeping
2900,posttraumaticstressdisorder,Nightmares
2901,posttraumaticstressdisorder,Feeling alone
2902,posttraumaticstressdisorder,Angry outbursts
2903,progeria,Slowed growth
2904,progeria,Narrowed face
2905,progeria,small lower jaw
2906,progeria,thin lips and beaked nose
2907,progeria,Head disproportionately large for face
2908,progeria,Prominent eyes
2909,progeria,Incomplete closure of the eyelids
2910,progeria,Hair loss
2911,progeria,Thinning
2912,progeria,Wrinkled skin
2913,progeria,Spotty Skin
2914,progeria,Visible veins
2915,progeria,High-pitched voice
2916,prostatecancer,Problems passing urine
2917,prostatecancer,Pain while urinating
2918,prostatecancer,Back pain
2919,prostatecancer,Pain with ejaculation
2920,prostatecancer,Blood in semen
2921,prostatecancer,Discomfort in pelvic region
2922,prostatecancer,Bone pain
2923,prostatecancer,Erectile disfunction
2924,prostatitis,Pain while urinating
2925,prostatitis,Difficulty urinating
2926,prostatitis,Hesitant urination
2927,prostatitis,Frequent urination
2928,prostatitis,Blood in urine
2929,prostatitis,Abdominal Pain
2930,prostatitis,Pain or Discomfort of the penis or testicles
2931,prostatitis,Painful ejaculation
2932,prostatitis,Flu
2933,pulmonaryembolism,Shortness of breath
2934,pulmonaryembolism,Chest pain
2935,pulmonaryembolism,Coughing up blood
2936,pulmonaryembolism,Blood clot
2937,pulmonaryembolism,Swelling in clot
2938,pulmonaryembolism,Pain in clot
2939,pulmonaryembolism,Tenderness and redness of the leg
2940,rabies,Fever
2941,rabies,Headache
2942,rabies,Nausea
2943,rabies,Vomiting
2944,rabies,Agitation
2945,rabies,Anxiety
2946,rabies,Confusion
2947,rabies,Hyperactivity
2948,rabies,Difficulty swallowing
2949,rabies,Excessive salivation
2950,rabies,Fear of water
2951,rabies,Difficulty in swallowing
2952,rabies,Hallucinations
2953,rabies,Insomnia
2954,rabies,Partial paralysis
2955,reactive attachment disorder,Withdrawal
2956,reactive attachment disorder,Fear
2957,reactive attachment disorder,Sadness
2958,reactive attachment disorder,Irritability
2959,reactive attachment disorder,Failure to smile
2960,reactive attachment disorder,Problem in Social interaction
2961,rheumatic fever,Fever
2962,rheumatic fever,Painful Joints
2963,rheumatic fever,Tender joints Hot joints
2964,rheumatic fever,swollen joints
2965,rheumatic fever,Small painless bumps
2966,rheumatic fever,Chest pain
2967,rheumatoid arthritis,Tender Joints 
2968,rheumatoid arthritis,Warm Joints
2969,rheumatoid arthritis,Swollen joints
2970,rheumatoid arthritis,Joint stiffness
2971,rheumatoid arthritis,Fatigue
2972,rheumatoid arthritis,Fever
2973,rheumatoid arthritis,Weight loss
2974,rickets,Bone pain
2975,rickets,Tenderness of bone
2976,rickets,Impaired growth
2977,rickets,Deformities of bones
2978,rickets,Deformities of teeth
2979,ringworm,Ring-like red or silvery rash on your skin
2980,ringworm,Redness around the ring
2981,ringworm,Scaly and inflamed skin
2982,rosacea,Frequent redness of face
2983,rosacea,Red lines under the skin
2984,rosacea,Acne
2985,rosacea,Swollen nose
2986,rosacea,Thick face skin
2987,rubella,Mild fever
2988,rubella,Headache
2989,rubella,Runny nose
2990,rubella,Red eyes
2991,rubella,Tender lymph nodes at base of skull
2992,rubella,Pink rash
2993,rubella,Joint pain
2994,rubella,Swollen glands
2995,scabies,Pimple-like irritations
2996,scabies,Rash
2997,scabies,Intense itching
2998,scabies,Sores
2999,scarlet fever,Fever
3000,scarlet fever,Sore throat
3001,scarlet fever,Difficulty swallowing
3002,scarlet fever,Nausea
3003,scarlet fever,Headache
3004,scarlet fever,Enlarged glands in the neck
3005,scarlet fever,Red rash
3006,schizophrenia,Hallucinations
3007,schizophrenia,Delusions
3008,schizophrenia,Trouble organizing thoughts
3009,schizophrenia,Strange movements
3010,sciatica,Severe Back pain
3011,sciatica,Severe leg pain
3012,sciatica,Numbness
3013,sciatica,Muscle weakness
3014,sciatica,Trouble controlling bowels
3015,sciatica,Trouble controlling bladder
3016,scleroderma,Hardening of skin
3017,scleroderma,Tightening of skin
3018,scleroderma,Exaggerated response to cold temperatures
3019,scleroderma,Emotional distress
3020,scleroderma,Numbness in fingers
3021,scleroderma,Pain in toes
3022,scleroderma,Narrowing of  blood vessels in the limbs
3023,scleroderma,Swelling of esophagus
3024,scleroderma,Red spots on your hands and face
3025,scurvy,Fatigue
3026,scurvy,Feeling irritable
3027,scurvy,Pain in limbs
3028,scurvy,Small red-blue spots on your skin
3029,sepsis,Fever
3030,sepsis,Chills
3031,sepsis,Rapid breathing
3032,sepsis,Rapid heart rate
3033,sepsis,Rash
3034,sepsis,Confusion
3035,sepsis,Disorientation
3036,sepsis,Increased respiratory rate
3037,severeacuterespiratorysyndrome,Runny nose
3038,severeacuterespiratorysyndrome,Cough
3039,severeacuterespiratorysyndrome,Sore throat
3040,severeacuterespiratorysyndrome,Fever
3041,shin splints,Tenderness of shinbone
3042,shin splints,Soreness of shinbone
3043,shin splints,Pain of shinbone
3044,shin splints,Mild swelling in your lower leg.
3045,shingles,Burning pain
3046,shingles,Tingling
3047,shingles,Itching on one side of body or face
3048,shingles,Rashes
3049,shingles,Blisters
3050,sinusitis,Fever
3051,sinusitis,Weakness
3052,sinusitis, Severe fatigue
3053,sinusitis,Cough
3054,sinusitis,Congestion
3055,skin cancer,Brownish spot with darker speckles
3056,skin cancer,Dark lesions on bodyparts
3057,skin cancer,Waxy bump
3058,smallpox,fever
3059,smallpox,Fatigue
3060,smallpox,Headache
3061,smallpox,Severe back pain
3062,smallpox,Vomiting
3063,smallpox,Rash
3064,smallpox,Red sores
3065,stevens-Johnson syndrome,Facial swelling
3066,stevens-Johnson syndrome,Tongue swelling
3067,stevens-Johnson syndrome,Hives
3068,stevens-Johnson syndrome,Skin pain
3069,stevens-Johnson syndrome,Fever
3070,stevens-Johnson syndrome,Sore Throat
3071,stevens-Johnson syndrome,Cough
3072,stevens-Johnson syndrome,Fatigue
3073,stomach cancer,Fatigue
3074,stomach cancer,Bloating
3075,stomach cancer,Loss of Appetite
3076,stomach cancer,Severe and persistent Heartburn 
3077,stomach cancer,Severe Indigestion 
3078,stomach cancer,Persistent Nausea
3079,stomach cancer,Stomach pain
3080,stomach cancer,Persistent Vomiting 
3081,stomach cancer,Weight loss 
3082,strep throat,Throat pain 
3083,strep throat,Difficulty swallowing
3084,strep throat,Inflammation
3085,strep throat,Red spots
3086,syphilis,Painless sores on genitals
3087,syphilis,Painless sores on rectum
3088,syphilis,Painless sores on tongue
3089,syphilis,Painless sores on lips
3090,tennis elbow,Pain 
3091,tennis elbow,Weakeness
3092,tennis elbow,Pain in Shaking hand
3093,testicularcancer,Pain in testicles
3094,testicularcancer,Swelling in testicles
3095,testicularcancer,Lumps in testicles
3096,testicularcancer,Back pain
3097,testicularcancer,Abdomen pain
3098,testicularcancer,Pain in groin
3099,tetanus,Painful tightening of muscle
3100,tetanus,Stiffness in jaw muscles 
3101,tetanus,Stiffness of  neck muscles
3102,tetanus,Difficulty swallowing
3103,tetanus,Stiffness of abdominal muscles
3104,thalassaemia,Tiredness
3105,thalassaemia,Fatigue
3106,thalassaemia,Shortness of breath
3107,thalassaemia,Fluttering or irregular heartbeats
3108,thalassaemia,Pale skin
3109,thalassaemia,Yellowing of the skin and eyes
3110,thrush,Itching and soreness around the entrance of the vagina
3111,thrush,Vaginal discharge is usually odourless and may be thick and watery
3112,thrush, Pain during sex
3113,thrush,Stinging sensation when peeing
3114,tinnitus,Ringing Noise in ears
3115,tinnitus,Buzzing Noise in ears
3116,tinnitus,Roaring Noise in ears
3117,tinnitus,Clicking Noise in ears
3118,tinnitus,Hissing Noise in ears
3119,tonsillitis,Sore throat
3120,tonsillitis,Swollen tonsils
3121,tonsillitis,Trouble swallowing
3122,tonsillitis,A white or yellow coating on tonsils
3123,tonsillitis,Swollen glands in neck
3124,tonsillitis,Fever
3125,tonsillitis,Bad breath
3126,tonsillitis,Pain in swallowing
3127,tonsillitis,A stiff neck
3128,Toxic shock syndrome,A sudden high fever
3129,Toxic shock syndrome,Low blood pressure
3130,Toxic shock syndrome,Vomiting
3131,Toxic shock syndrome,Diarrhea
3132,Toxic shock syndrome,Palm rash
3133,Toxic shock syndrome,Slole Rash
3134,Toxic shock syndrome,Confusion
3135,Toxic shock syndrome,Muscle aches
3136,Toxic shock syndrome,Redness of eyes
3137,Toxic shock syndrome,Redness of mouth
3138,Toxic shock syndrome,Redness of throat
3139,Toxic shock syndrome,Seizures
3140,Toxic shock syndrome,Headaches
3141,traumatic brain injury,Headache that gets worse
3142,traumatic brain injury,Repeated Vomiting
3143,traumatic brain injury,Nausea
3144,traumatic brain injury,Seizures
3145,traumatic brain injury,Inability to awaken from sleep
3146,traumatic brain injury,Slurred speech
3147,traumatic brain injury,Weakness
3148,traumatic brain injury,Numbness in limbs
3149,traumatic brain injury,Dilated eye pupils
3150,traumatic brain injury,Drowsiness
3151,traumatic brain injury,Loss of consciousness
3152,traumatic brain injury,Loss of balance
3153,Trichinosis,Diarrhea
3154,Trichinosis,Abdominal pain
3155,Trichinosis,Fatigue
3156,Trichinosis,Nausea
3157,Trichinosis,Nausea
3158,Trichinosis,Vomiting
3159,Trichinosis,High fever
3160,Trichinosis,Headache
3161,Trichinosis,Conjunctivitis
3162,Trichinosis,Muscle pain
3163,Trichinosis,Weakeness
3164,Trichomoniasis,Foul-smelling vaginal discharge
3165,Trichomoniasis,Genital redness
3166,Trichomoniasis,Genital burning
3167,Trichomoniasis,Genital itching
3168,Trichomoniasis,Pain with urination
3169,Trichomoniasis,Pain with sexual intercourse
3170,tuberculosis,Long lasting cough
3171,tuberculosis,Weight loss
3172,tuberculosis,Loss of appetite
3173,tuberculosis,Coughing up blood
3174,tuberculosis,Weakness
3175,tuberculosis,Fatigue
3176,tuberculosis,Fever
3177,tuberculosis,Night sweats
3178,tuberculosis,Chills
3179,tuberculosis,Pain while breathing
3180,tuberculosis,Chest pain
3181,Tularemia,Swollen lymph glands
3182,Tularemia,Painful lymph glands
3183,Tularemia,Fever
3184,Tularemia,Chills
3185,Tularemia,Headache
3186,Tularemia,Exhaustion
3187,Typhoid fever,Increasing Fever
3188,Typhoid fever,Headache
3189,Typhoid fever,Weakness
3190,Typhoid fever,Fatigue
3191,Typhoid fever,Muscle Pain
3192,Typhoid fever,Sweating
3193,Typhoid fever,Dry cough
3194,Typhoid fever,Loss of appetite
3195,Typhoid fever,Weight loss
3196,Typhoid fever,Abdominal pain
3197,Typhoid fever,Diarrhea
3198,Typhoid fever,Constipation
3199,Typhoid fever,Rash
3200,Typhoid fever,Extremely Swollen abdomen
3201,ulcerative colitis,Abdomen pain
3202,ulcerative colitis,Pus formation
3203,ulcerative colitis,Anemia
3204,ulcerative colitis,Severe tiredness
3205,ulcerative colitis,Weight loss
3206,ulcerative colitis,Loss of appetite
3207,ulcerative colitis,Rectal pain
3208,ulcerative colitis,Rectal bleeding
3209,ulcerative colitis,Sores on the skin
3210,ulcerative colitis,Joint pain
3211,ulcerative colitis,Growth failure in children
3212,ulcerative colitis,Fever
3213,ulcerative colitis,Fatigue
3214,ulcerative colitis,Diarrhea
3215,Uveitis,Eye redness
3216,Uveitis,Eye pain
3217,Uveitis,Light sensitivity
3218,Uveitis,Blurred vision
3219,Uveitis,Decreased vision
3220,Varicose veins,Bluish veins
3221,Varicose veins,Twisted veins
3222,Varicose veins,Bulging veins
3223,Varicose veins,Burning in lower leg
3224,Varicose veins,Itching around veins
3225,Varicose veins,Inflammation of skin
3226,Varicose veins, Hardening of vein.
3227,Vasovagal syncope,Pale skin
3228,Vasovagal syncope,Lightheadedness
3229,Vasovagal syncope,Tunnel vision 
3230,Vasovagal syncope,Nausea
3231,Vasovagal syncope,Feeling Warm
3232,Vasovagal syncope,Chills
3233,Vasovagal syncope,Clammy sweat
3234,Vasovagal syncope,Yawning
3235,Vasovagal syncope,Blurred vision
3236,Vitiligo,Skin discoloration
3237,Vitiligo,Whitening of eyelash
3238,Vitiligo,Whitening of eyebrows
3239,Vitiligo,Eyeball Discoloration
3240,Yellow fever,Fever
3241,Yellow fever,Headache
3242,Yellow fever,Muscle Pain
3243,Yellow fever,Back Pain
3244,Yellow fever,Sensitivity to light
3245,Yellow fever,Nausea
3246,Yellow fever,Vomiting
3247,Yellow fever,Loss of appetite
3248,Yellow fever,Dizziness
3249,Yellow fever,Red eyes
3250,Yellow fever,Red Tongue
