,Source,Target
2638,laryngitis, dry throat
2639,laryngitis, dry cough
2640,leadpoisoning, anemia
2641,leadpoisoning, severe abdomen pain
2642,leadpoisoning, muscle weakness
2643,leadpoisoning, brain damage
2644,leadpoisoning, weight loss
2645,leadpoisoning, loss appetite
2646,leadpoisoning, sluggishness
2647,leadpoisoning, hear loss
2648,leadpoisoning, constipation
2649,leishmaniasis, fever
2650,leishmaniasis, weight loss
2651,leishmaniasis, enlarge spleen liver
2652,leptospirosis, fever
2653,leptospirosis, chill
2654,leptospirosis, sudden headache
2655,leptospirosis, nausea
2656,leptospirosis, vomit
2657,leptospirosis, loss appetite
2658,leptospirosis, muscle pain
2659,leptospirosis, conjunctivitis
2660,leptospirosis, cough
2661,leptospirosis, rash
2662,listeriosis, fever
2663,listeriosis, muscle pain
2664,listeriosis, chill
2665,listeriosis, feel sick
2666,listeriosis, diarrhoea
2667,lungcancer, cough
2668,lungcancer, constant chest pain
2669,lungcancer, cough blood
2670,lungcancer, shortness breath
2671,lungcancer, wheeze
2672,lungcancer, hoarseness
2673,lungcancer, swell neck face
2674,lungcancer, loss appetite
2675,lungcancer, weight loss
2676,lungcancer, fatigue
2677,lungcancer, bone pain
2678,lungcancer, headache
2679,lymedisease, fever
2680,lymedisease, headache
2681,lymedisease, body pain
2682,lymedisease, stiff neck
2683,lymedisease, fatigue
2684,lymphoma, swell lymph nod neck
2685,lymphoma, painless lymph nod
2686,lymphoma, weight loss
2687,lymphoma, fever
2688,lymphoma, soak night sweat
2689,lymphoma, cough
2690,lymphoma, breathe problem
2691,lymphoma, chest pain
2692,lymphoma, weakness
2693,lymphoma, tiredness
2694,malaria, chill
2695,malaria, flu
2696,malaria, fever
2697,malaria, vomit
2698,malaria, diarrhea
2699,measles, fever
2700,measles, cough
2701,measles, runny nose
2702,measles, conjunctivitis
2703,measles, body pain
2704,measles, tiny white spot inside mouth
2705,measles, skin rash
2706,measles, sore throat
2707,meningitis, high fever
2708,meningitis, severe headache
2709,meningitis, stiff neck
2710,meningitis, nausea
2711,meningitis, vomit
2712,meningitis, confusion
2713,meningitis, sleepiness
2714,meningitis, loss appetite
2715,meningitis, skin rash
2716,mesothelioma, breathe problem
2717,mesothelioma, pain rib cage
2718,mesothelioma, swell
2719,mesothelioma, lump abdomen
2720,mesothelioma, weight loss
2721,mesothelioma, shortness breath
2722,mesothelioma, painful cough
2723,mesothelioma, chest pain
2724,migraine, constipation
2725,migraine, mood change
2726,migraine, food crave
2727,migraine, neck stiffness
2728,migraine, increase thirst
2729,migraine, increase urination
2730,migraine, frequent yawn
2731,miscarriage, vaginal bleed
2732,miscarriage, abdomain pain
2733,miscarriage, abdominal cramp
2734,miscarriage, fluid tissue pass vagina
2735,mononucleosis, fatigue
2736,mononucleosis, sore throat
2737,mononucleosis, fever
2738,mononucleosis, swell lymph nod neck
2739,mononucleosis, swell lymph nod armpits
2740,mononucleosis, swell tonsils
2741,mononucleosis, headache
2742,mononucleosis, skin rash
2743,mononucleosis, soft
2744,mononucleosis, swell spleen
2745,multiple myeloma, bone pain
2746,multiple myeloma, chest pain
2747,multiple myeloma, nausea
2748,multiple myeloma, constipation
2749,multiple myeloma, loss appetite
2750,multiple myeloma, confusion
2751,multiple myeloma, fatigue
2752,multiple myeloma, infections
2753,multiple myeloma, weight loss
2754,multiple myeloma, weakness
2755,multiple myeloma, numbness legs
2756,multiple myeloma, excessive thirst
2757,multiplesclerosis, visual disturbances
2758,multiplesclerosis, muscle weakness
2759,multiplesclerosis, trouble coordination balance
2760,multiplesclerosis, numbness
2761,multiplesclerosis, memory problems
2762,mumps, fever
2763,mumps, headache
2764,mumps, muscle pain
2765,mumps, tiredness
2766,mumps, loss appetite
2767,mumps, swell salivary glands
2768,mumps, pain swallow
2769,mumps, fatigue
2770,muscular dystrophy, frequent fall
2771,muscular dystrophy, difficulty get lie sit position
2772,muscular dystrophy, trouble run jump
2773,muscular dystrophy, waddle gait
2774,muscular dystrophy, walk toe
2775,muscular dystrophy, large calf muscle
2776,muscular dystrophy, muscle pain
2777,muscular dystrophy, stiffness
2778,muscular dystrophy, learn disabilities
2779,myasthenia gravis, droop eyelids .
2780,myasthenia gravis, double vision
2781,myoclonus, involuntary shock
2782,osteoarthritis, osteoarthritis spine
2783,osteoarthritis, osteoarthritis spine
2784,osteoarthritis, disk narrow bone spur form .
2785,osteomyelitis, fever
2786,osteomyelitis, chill
2787,osteomyelitis, irritability
2788,osteomyelitis, lethargy
2789,osteomyelitis, pain infection
2790,osteomyelitis, swell
2791,osteomyelitis, warmth redness area infection
2792,osteoporosis, back pain
2793,osteoporosis, loss height
2794,osteoporosis, stoop posture
2795,osteoporosis, bone fracture
2796,ovariancancer, discomfort pelvis region
2797,ovariancancer, pain lower abdomen
2798,ovariancancer, bleed vagina
2799,ovariancancer, weight gain loss
2800,ovariancancer, abnormal periods
2801,ovariancancer, back pain
2802,ovariancancer, gas
2803,ovariancancer, nausea
2804,ovariancancer, vomit
2805,ovariancancer, loss appetite
2806,ovariancancer, excessive urination
2807,parkinsons disease, tremor . tremor
2808,parkinsons disease, limb shake
2809,parkinsons disease, reduce ability move
2810,parkinsons disease, slow movement
2811,parkinsons disease, shorten step
2812,parkinsons disease, dfficult move .
2813,parkinsons disease, rigid muscle . muscle stiffness
2814,parkinsons disease, impair posture
2815,parkinsons disease, impair balance
2816,parkinsons disease, loss automatic movements
2817,parkinsons disease, decrease ability perform unconscious movements
2818,parkinsons disease, speech change
2819,pelvicinflammatorydisease, pain lower abdomen
2820,pelvicinflammatorydisease, fever
2821,pelvicinflammatorydisease, smelly vaginal discharge
2822,pelvicinflammatorydisease, irregular bleed
2823,pelvicinflammatorydisease, pain intercourse urination
2824,peptic ulcer, burn stomach pain
2825,peptic ulcer, loss appetite
2826,peptic ulcer, bloat
2827,peptic ulcer, belch
2828,peptic ulcer, heartburn
2829,peptic ulcer, nausea
2830,peritonitis, abdominal pain
2831,peritonitis, tenderness
2832,peritonitis, bloat
2833,peritonitis, distention abdomen
2834,peritonitis, fever
2835,peritonitis, nausea
2836,peritonitis, vomit
2837,peritonitis, loss appetite
2838,peritonitis, diarrhea
2839,peritonitis, low urine output
2840,peritonitis, thirst
2841,peritonitis, inability pass stool
2842,peritonitis, gas
2843,peritonitis, fatigue
2844,peyronies disease, scar tissue
2845,peyronies disease, flat lump penis skin .
2846,peyronies disease, significant bend penis
2847,peyronies disease, narrow penis
2848,peyronies disease, erection problems
2849,peyronies disease, shorten penis .
2850,phenylketonuria, intellectual disability
2851,phenylketonuria, delay development
2852,phenylketonuria, behavioral problem
2853,phenylketonuria, emotional problem
2854,phenylketonuria, social problems
2855,phenylketonuria, psychiatric disorder
2856,phenylketonuria, neurological problems
2857,phenylketonuria, seizures
2858,phenylketonuria, hyperactivity
2859,phenylketonuria, poor bone strength
2860,phenylketonuria, skin rashes
2861,plague, sudden fever
2862,plague, pain
2863,plague, sudden chill
2864,plague, tender lymph glands
2865,plague, headache
2866,plague, fatigue
2867,plague, muscle pain
2868,pneumonia, high fever
2869,pneumonia, chill
2870,pneumonia, severe cough
2871,pneumonia, shortness breath
2872,pneumonia, chest pain breathe
2873,pneumonia, cough
2874,pneumonia, nausea
2875,pneumonia, vomit
2876,pneumonia, diarrhea
2877,polycysticovarysyndrome, irregular menstrual periods
2878,polycysticovarysyndrome, infertility
2879,polycysticovarysyndrome, pelvic pain
2880,polycysticovarysyndrome, excess hair growth body
2881,polycysticovarysyndrome, weight gain
2882,polycysticovarysyndrome, acne oily skin
2883,polycysticovarysyndrome, patch thicken skin
2884,porphyria, chest pain
2885,porphyria, severe abdomen pain
2886,porphyria, pain limbs
2887,porphyria, body pain
2888,porphyria, muscle numbness
2889,porphyria, tingle
2890,porphyria, paralysis
2891,porphyria, vomit
2892,porphyria, constipation
2893,porphyria, mental disorder
2894,porphyria, swell abdomen
2895,porphyria, insomnia
2896,porphyria, anxiety
2897,porphyria, restlessnes
2898,posttraumaticstressdisorder, flashbacks
2899,posttraumaticstressdisorder, trouble sleep
2900,posttraumaticstressdisorder, nightmares
2901,posttraumaticstressdisorder, feel alone
2902,posttraumaticstressdisorder, angry outbursts
2903,progeria, slow growth
2904,progeria, narrow face
2905,progeria, small lower jaw
2906,progeria, thin lips beak nose
2907,progeria, head disproportionately large face
2908,progeria, prominent eye
2909,progeria, incomplete closure eyelids
2910,progeria, hair loss
2911,progeria, thin
2912,progeria, wrinkle skin
2913,progeria, spotty skin
2914,progeria, visible vein
2915,progeria, high-pitched voice
2916,prostatecancer, problems pass urine
2917,prostatecancer, pain urinate
2918,prostatecancer, back pain
2919,prostatecancer, pain ejaculation
2920,prostatecancer, blood semen
2921,prostatecancer, discomfort pelvic region
2922,prostatecancer, bone pain
2923,prostatecancer, erectile disfunction
2924,prostatitis, pain urinate
2925,prostatitis, difficulty urinate
2926,prostatitis, hesitant urination
2927,prostatitis, frequent urination
2928,prostatitis, blood urine
2929,prostatitis, abdominal pain
2930,prostatitis, pain discomfort penis testicles
2931,prostatitis, painful ejaculation
2932,prostatitis, flu
2933,pulmonaryembolism, shortness breath
2934,pulmonaryembolism, chest pain
2935,pulmonaryembolism, cough blood
2936,pulmonaryembolism, blood clot
2937,pulmonaryembolism, swell clot
2938,pulmonaryembolism, pain clot
2939,pulmonaryembolism, tenderness redness leg
2940,rabies, fever
2941,rabies, headache
2942,rabies, nausea
2943,rabies, vomit
2944,rabies, agitation
2945,rabies, anxiety
2946,rabies, confusion
2947,rabies, hyperactivity
2948,rabies, difficulty swallow
2949,rabies, excessive salivation
2950,rabies, fear water
2951,rabies, difficulty swallow
2952,rabies, hallucinations
2953,rabies, insomnia
2954,rabies, partial paralysis
2955,reactive attachment disorder, withdrawal
2956,reactive attachment disorder, fear
2957,reactive attachment disorder, sadness
2958,reactive attachment disorder, irritability
2959,reactive attachment disorder, failure smile
2960,reactive attachment disorder, problem social interaction
2961,rheumatic fever, fever
2962,rheumatic fever, painful joint
2963,rheumatic fever, tender joint hot joint
2964,rheumatic fever, swell joint
2965,rheumatic fever, small painless bump
2966,rheumatic fever, chest pain
2967,rheumatoid arthritis, tender joint
2968,rheumatoid arthritis, warm joint
2969,rheumatoid arthritis, swell joint
2970,rheumatoid arthritis, joint stiffness
2971,rheumatoid arthritis, fatigue
2972,rheumatoid arthritis, fever
2973,rheumatoid arthritis, weight loss
2974,rickets, bone pain
2975,rickets, tenderness bone
2976,rickets, impair growth
2977,rickets, deformities bone
2978,rickets, deformities teeth
2979,ringworm, ring-like red silvery rash skin
2980,ringworm, redness around ring
2981,ringworm, scaly inflame skin
2982,rosacea, frequent redness face
2983,rosacea, red line skin
2984,rosacea, acne
2985,rosacea, swell nose
2986,rosacea, thick face skin
2987,rubella, mild fever
2988,rubella, headache
2989,rubella, runny nose
2990,rubella, red eye
2991,rubella, tender lymph nod base skull
2992,rubella, pink rash
2993,rubella, joint pain
2994,rubella, swell glands
2995,scabies, pimple-like irritations
2996,scabies, rash
2997,scabies, intense itch
2998,scabies, sores
2999,scarlet fever, fever
3000,scarlet fever, sore throat
3001,scarlet fever, difficulty swallow
3002,scarlet fever, nausea
3003,scarlet fever, headache
3004,scarlet fever, enlarge glands neck
3005,scarlet fever, red rash
3006,schizophrenia, hallucinations
3007,schizophrenia, delusions
3008,schizophrenia, trouble organize thoughts
3009,schizophrenia, strange movements
3010,sciatica, severe back pain
3011,sciatica, severe leg pain
3012,sciatica, numbness
3013,sciatica, muscle weakness
3014,sciatica, trouble control bowels
3015,sciatica, trouble control bladder
3016,scleroderma, harden skin
3017,scleroderma, tighten skin
3018,scleroderma, exaggerate response cold temperatures
3019,scleroderma, emotional distress
3020,scleroderma, numbness finger
3021,scleroderma, pain toe
3022,scleroderma, narrow blood vessels limbs
3023,scleroderma, swell esophagus
3024,scleroderma, red spot hand face
3025,scurvy, fatigue
3026,scurvy, feel irritable
3027,scurvy, pain limbs
3028,scurvy, small red-blue spot skin
3029,sepsis, fever
3030,sepsis, chill
3031,sepsis, rapid breathe
3032,sepsis, rapid heart rate
3033,sepsis, rash
3034,sepsis, confusion
3035,sepsis, disorientation
3036,sepsis, increase respiratory rate
3037,severeacuterespiratorysyndrome, runny nose
3038,severeacuterespiratorysyndrome, cough
3039,severeacuterespiratorysyndrome, sore throat
3040,severeacuterespiratorysyndrome, fever
3041,shin splints, tenderness shinbone
3042,shin splints, soreness shinbone
3043,shin splints, pain shinbone
3044,shin splints, mild swell lower leg .
3045,shingles, burn pain
3046,shingles, tingle
3047,shingles, itch one side body face
3048,shingles, rashes
3049,shingles, blister
3050,sinusitis, fever
3051,sinusitis, weakness
3052,sinusitis, severe fatigue
3053,sinusitis, cough
3054,sinusitis, congestion
3055,skin cancer, brownish spot darker speckle
3056,skin cancer, dark lesions bodyparts
3057,skin cancer, waxy bump
3058,smallpox, fever
3059,smallpox, fatigue
3060,smallpox, headache
3061,smallpox, severe back pain
3062,smallpox, vomit
3063,smallpox, rash
3064,smallpox, red sores
3065,stevens-Johnson syndrome, facial swell
3066,stevens-Johnson syndrome, tongue swell
3067,stevens-Johnson syndrome, hive
3068,stevens-Johnson syndrome, skin pain
3069,stevens-Johnson syndrome, fever
3070,stevens-Johnson syndrome, sore throat
3071,stevens-Johnson syndrome, cough
3072,stevens-Johnson syndrome, fatigue
3073,stomach cancer, fatigue
3074,stomach cancer, bloat
3075,stomach cancer, loss appetite
3076,stomach cancer, severe persistent heartburn
3077,stomach cancer, severe indigestion
3078,stomach cancer, persistent nausea
3079,stomach cancer, stomach pain
3080,stomach cancer, persistent vomit
3081,stomach cancer, weight loss
3082,strep throat, throat pain
3083,strep throat, difficulty swallow
3084,strep throat, inflammation
3085,strep throat, red spot
3086,syphilis, painless sores genitals
3087,syphilis, painless sores rectum
3088,syphilis, painless sores tongue
3089,syphilis, painless sores lips
3090,tennis elbow, pain
3091,tennis elbow, weaken
3092,tennis elbow, pain shake hand
3093,testicularcancer, pain testicles
3094,testicularcancer, swell testicles
3095,testicularcancer, lump testicles
3096,testicularcancer, back pain
3097,testicularcancer, abdomen pain
3098,testicularcancer, pain groin
3099,tetanus, painful tighten muscle
3100,tetanus, stiffness jaw muscle
3101,tetanus, stiffness neck muscle
3102,tetanus, difficulty swallow
3103,tetanus, stiffness abdominal muscle
3104,thalassaemia, tiredness
3105,thalassaemia, fatigue
3106,thalassaemia, shortness breath
3107,thalassaemia, flutter irregular heartbeats
3108,thalassaemia, pale skin
3109,thalassaemia, yellow skin eye
3110,thrush, itch soreness around entrance vagina
3111,thrush, vaginal discharge usually odourless may thick watery
3112,thrush, pain sex
3113,thrush, sting sensation pee
3114,tinnitus, ring noise ears
3115,tinnitus, buzz noise ears
3116,tinnitus, roar noise ears
3117,tinnitus, click noise ears
3118,tinnitus, hiss noise ears
3119,tonsillitis, sore throat
3120,tonsillitis, swell tonsils
3121,tonsillitis, trouble swallow
3122,tonsillitis, white yellow coat tonsils
3123,tonsillitis, swell glands neck
3124,tonsillitis, fever
3125,tonsillitis, bad breath
3126,tonsillitis, pain swallow
3127,tonsillitis, stiff neck
3128,Toxic shock syndrome, sudden high fever
3129,Toxic shock syndrome, low blood pressure
3130,Toxic shock syndrome, vomit
3131,Toxic shock syndrome, diarrhea
3132,Toxic shock syndrome, palm rash
3133,Toxic shock syndrome, slole rash
3134,Toxic shock syndrome, confusion
3135,Toxic shock syndrome, muscle ache
3136,Toxic shock syndrome, redness eye
3137,Toxic shock syndrome, redness mouth
3138,Toxic shock syndrome, redness throat
3139,Toxic shock syndrome, seizures
3140,Toxic shock syndrome, headaches
3141,traumatic brain injury, headache get worse
3142,traumatic brain injury, repeat vomit
3143,traumatic brain injury, nausea
3144,traumatic brain injury, seizures
3145,traumatic brain injury, inability awaken sleep
3146,traumatic brain injury, slur speech
3147,traumatic brain injury, weakness
3148,traumatic brain injury, numbness limbs
3149,traumatic brain injury, dilate eye pupils
3150,traumatic brain injury, drowsiness
3151,traumatic brain injury, loss consciousness
3152,traumatic brain injury, loss balance
3153,Trichinosis, diarrhea
3154,Trichinosis, abdominal pain
3155,Trichinosis, fatigue
3156,Trichinosis, nausea
3157,Trichinosis, nausea
3158,Trichinosis, vomit
3159,Trichinosis, high fever
3160,Trichinosis, headache
3161,Trichinosis, conjunctivitis
3162,Trichinosis, muscle pain
3163,Trichinosis, weaken
3164,Trichomoniasis, foul-smelling vaginal discharge
3165,Trichomoniasis, genital redness
3166,Trichomoniasis, genital burn
3167,Trichomoniasis, genital itch
3168,Trichomoniasis, pain urination
3169,Trichomoniasis, pain sexual intercourse
3170,tuberculosis, long last cough
3171,tuberculosis, weight loss
3172,tuberculosis, loss appetite
3173,tuberculosis, cough blood
3174,tuberculosis, weakness
3175,tuberculosis, fatigue
3176,tuberculosis, fever
3177,tuberculosis, night sweat
3178,tuberculosis, chill
3179,tuberculosis, pain breathe
3180,tuberculosis, chest pain
3181,Tularemia, swell lymph glands
3182,Tularemia, painful lymph glands
3183,Tularemia, fever
3184,Tularemia, chill
3185,Tularemia, headache
3186,Tularemia, exhaustion
3187,Typhoid fever, increase fever
3188,Typhoid fever, headache
3189,Typhoid fever, weakness
3190,Typhoid fever, fatigue
3191,Typhoid fever, muscle pain
3192,Typhoid fever, sweat
3193,Typhoid fever, dry cough
3194,Typhoid fever, loss appetite
3195,Typhoid fever, weight loss
3196,Typhoid fever, abdominal pain
3197,Typhoid fever, diarrhea
3198,Typhoid fever, constipation
3199,Typhoid fever, rash
3200,Typhoid fever, extremely swell abdomen
3201,ulcerative colitis, abdomen pain
3202,ulcerative colitis, pus formation
3203,ulcerative colitis, anemia
3204,ulcerative colitis, severe tiredness
3205,ulcerative colitis, weight loss
3206,ulcerative colitis, loss appetite
3207,ulcerative colitis, rectal pain
3208,ulcerative colitis, rectal bleed
3209,ulcerative colitis, sores skin
3210,ulcerative colitis, joint pain
3211,ulcerative colitis, growth failure children
3212,ulcerative colitis, fever
3213,ulcerative colitis, fatigue
3214,ulcerative colitis, diarrhea
3215,Uveitis, eye redness
3216,Uveitis, eye pain
3217,Uveitis, light sensitivity
3218,Uveitis, blur vision
3219,Uveitis, decrease vision
3220,Varicose veins, bluish vein
3221,Varicose veins, twist vein
3222,Varicose veins, bulge vein
3223,Varicose veins, burn lower leg
3224,Varicose veins, itch around vein
3225,Varicose veins, inflammation skin
3226,Varicose veins, harden vein .
3227,Vasovagal syncope, pale skin
3228,Vasovagal syncope, lightheadedness
3229,Vasovagal syncope, tunnel vision
3230,Vasovagal syncope, nausea
3231,Vasovagal syncope, feel warm
3232,Vasovagal syncope, chill
3233,Vasovagal syncope, clammy sweat
3234,Vasovagal syncope, yawn
3235,Vasovagal syncope, blur vision
3236,Vitiligo, skin discoloration
3237,Vitiligo, whiten eyelash
3238,Vitiligo, whiten eyebrows
3239,Vitiligo, eyeball discoloration
3240,Yellow fever, fever
3241,Yellow fever, headache
3242,Yellow fever, muscle pain
3243,Yellow fever, back pain
3244,Yellow fever, sensitivity light
3245,Yellow fever, nausea
3246,Yellow fever, vomit
3247,Yellow fever, loss appetite
3248,Yellow fever, dizziness
3249,Yellow fever, red eye
3250,Yellow fever, red tongue
